cid,name,category,material,shape,volume_cm3,mass_kg,install,why_for_sim,size_basis,source_tag,params
C034,Still_Shield_Al_side_window,cryostat_shell,Aluminium,z_can_open_top,136.58702380012303,0.36878496426033225,Nested vertical radiation/vacuum enclosure; side window hole rather than top optical bore. Side port is an explicit CSG aperture in this minimal patch.,Important local Al activation/scattering mass and necessary thermal boundary in the cryostat.,"Still shield, open at top and hanging from the still plate; encloses bay and MXC/CP region.",Bluefors DR enclosure logic + XRISM/Resolve flight nested-shield practice,"{""r_in_cm"": 8.5, ""r_out_cm"": 8.6, ""z_out_bot_cm"": -10.5, ""z_in_bot_cm"": -10.4, ""z_top_cm"": 10.7, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 1.95}, ""open_top_mount"": ""hangs from matching stage plate"", ""side_port_csg_authority"": true, ""side_port_radius_cm"": 1.95, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
C035,Shield_4K_Al_side_window,cryostat_shell,Aluminium,z_can_open_top,271.4005808481822,0.732781568290092,Nested vertical radiation/vacuum enclosure; side window hole rather than top optical bore. Side port is an explicit CSG aperture in this minimal patch.,Important local Al activation/scattering mass and necessary thermal boundary in the cryostat.,"4 K radiation shield, open at top and hanging from the 4 K plate.",Bluefors DR enclosure logic + XRISM/Resolve flight nested-shield practice,"{""r_in_cm"": 9.9, ""r_out_cm"": 10.02, ""z_out_bot_cm"": -11.52, ""z_in_bot_cm"": -11.4, ""z_top_cm"": 19.7, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 1.95}, ""open_top_mount"": ""hangs from matching stage plate"", ""side_port_csg_authority"": true, ""side_port_radius_cm"": 1.95, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
C036,Shield_60K_Al_side_window,cryostat_shell,Aluminium,z_can_open_top,506.81743484037275,1.3684070740690064,Nested vertical radiation/vacuum enclosure; side window hole rather than top optical bore. Side port is an explicit CSG aperture in this minimal patch.,Important local Al activation/scattering mass and necessary thermal boundary in the cryostat.,60 K radiation shield; 13.5 mm radial gap to OVC inner wall gives MLI/clearance room.,Bluefors DR enclosure logic + XRISM/Resolve flight nested-shield practice,"{""r_in_cm"": 11.4, ""r_out_cm"": 11.55, ""z_out_bot_cm"": -12.55, ""z_in_bot_cm"": -12.4, ""z_top_cm"": 28.65, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 1.95}, ""open_top_mount"": ""hangs from matching stage plate"", ""side_port_csg_authority"": true, ""side_port_radius_cm"": 1.95, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
C037,Vacuum_Jacket_Al_266mmClass_side_port,vacuum_jacket,Aluminium,z_can_open_top,1960.268992838387,5.292726280663645,Nested vertical radiation/vacuum enclosure; side window hole rather than top optical bore. Side port is an explicit CSG aperture in this minimal patch.,Important local Al activation/scattering mass and necessary thermal boundary in the cryostat.,Cylindrical OVC around the local DR tower and detector bay; side port holds Be window.,Bluefors DR enclosure logic + XRISM/Resolve flight nested-shield practice,"{""r_in_cm"": 12.9, ""r_out_cm"": 13.3, ""z_out_bot_cm"": -14.1, ""z_in_bot_cm"": -13.6, ""z_top_cm"": 37.5, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 1.95}, ""open_top_mount"": ""hangs from matching stage plate"", ""side_port_csg_authority"": true, ""side_port_radius_cm"": 1.95, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
C038,Win_50mK_Al_foil_side,window,Aluminium,x_disc,0.028293214854156208,7.639168010622177e-05,Side-entry optical/IR/pressure window element on the local beam line.,"Tracks attenuation, fluorescence and activation in the window/filter stack while avoiding top-bore plates.",50 mK local can side foil; radius retains the existing 1.898 cm optical-bore convention.,XRISM Be GV / DIXE multi-temperature filters / DEMO2 aperture convention,"{""x_center_cm"": -6.64, ""thickness_cm"": 0.0025, ""r_cm"": 1.898, ""axis_y_cm"": 0.0, ""axis_z_cm"": -5.2}"
C039,Win_Still_Al_foil_side,window,Aluminium,x_disc,0.028293214854156208,7.639168010622177e-05,Side-entry optical/IR/pressure window element on the local beam line.,"Tracks attenuation, fluorescence and activation in the window/filter stack while avoiding top-bore plates.",still-shield side foil; radius retains the existing 1.898 cm optical-bore convention.,XRISM Be GV / DIXE multi-temperature filters / DEMO2 aperture convention,"{""x_center_cm"": -8.65, ""thickness_cm"": 0.0025, ""r_cm"": 1.898, ""axis_y_cm"": 0.0, ""axis_z_cm"": -5.2}"
C040,Win_4K_Al_foil_side,window,Aluminium,x_disc,0.028293214854156208,7.639168010622177e-05,Side-entry optical/IR/pressure window element on the local beam line.,"Tracks attenuation, fluorescence and activation in the window/filter stack while avoiding top-bore plates.",4 K shield side foil; radius retains the existing 1.898 cm optical-bore convention.,XRISM Be GV / DIXE multi-temperature filters / DEMO2 aperture convention,"{""x_center_cm"": -10.07, ""thickness_cm"": 0.0025, ""r_cm"": 1.898, ""axis_y_cm"": 0.0, ""axis_z_cm"": -5.2}"
C041,Win_60K_Al_foil_side,window,Aluminium,x_disc,0.028293214854156208,7.639168010622177e-05,Side-entry optical/IR/pressure window element on the local beam line.,"Tracks attenuation, fluorescence and activation in the window/filter stack while avoiding top-bore plates.",60 K shield side foil; radius retains the existing 1.898 cm optical-bore convention.,XRISM Be GV / DIXE multi-temperature filters / DEMO2 aperture convention,"{""x_center_cm"": -11.6, ""thickness_cm"": 0.0025, ""r_cm"": 1.898, ""axis_y_cm"": 0.0, ""axis_z_cm"": -5.2}"
C042,Win_Be_Vacuum_150um_side,window,Be,x_disc,0.16975928912493723,0.00031405468488113393,Side-entry optical/IR/pressure window element on the local beam line.,"Tracks attenuation, fluorescence and activation in the window/filter stack while avoiding top-bore plates.",OVC pressure window seated in side port; radius retains the existing 1.898 cm optical-bore convention.,XRISM Be GV / DIXE multi-temperature filters / DEMO2 aperture convention,"{""x_center_cm"": -13.1, ""thickness_cm"": 0.015, ""r_cm"": 1.898, ""axis_y_cm"": 0.0, ""axis_z_cm"": -5.2}"
C043,Win_Outer_Al_Filter_side,window,Aluminium,x_disc,0.03395185782498745,9.167001612746611e-05,Side-entry optical/IR/pressure window element on the local beam line.,"Tracks attenuation, fluorescence and activation in the window/filter stack while avoiding top-bore plates.",outer low-Z filter after Be / before W sleeve; radius retains the existing 1.898 cm optical-bore convention.,XRISM Be GV / DIXE multi-temperature filters / DEMO2 aperture convention,"{""x_center_cm"": -13.72, ""thickness_cm"": 0.003, ""r_cm"": 1.898, ""axis_y_cm"": 0.0, ""axis_z_cm"": -5.2}"
C044,DR_MixingChamber_Cu,dr_unit,Copper,z_cylinder,27.369555198074284,0.24523121457474562,Mixing chamber mounted just above the MXC plate; cold-at-bottom orientation is preserved.,Nominal DR component providing the 50 mK thermal stage. Mass matters for local activation/scatter.,"z=0.31..2.11, 1 mm above MXC plate; size is a compact detector-head proxy, not full vendor CAD.",DR fundamentals + flight-compact stage gaps,"{""r_cm"": 2.2, ""h_cm"": 1.8, ""z_center_cm"": 1.21}"
C045,DR_MXC_Sinter_HEX_AgProxy,dr_unit,SilverSinterProxy,z_annulus,33.929200658769766,0.16964600329384882,Annular silver-sinter equivalent around mixing chamber.,Heat-exchanger mass and possible activation material close to TES.,50% dense Ag proxy; kept close to MXC body.,DR fundamentals + flight-compact stage gaps,"{""r_in_cm"": 2.5, ""r_out_cm"": 3.5, ""z0_cm"": 0.4, ""z1_cm"": 2.2}"
C046,DR_Continuous_HEX_CuNi_MXC_to_CP,dr_unit,CuNi,z_annulus_phi,12.706485646709266,0.11308772225571248,First segment of the continuous heat exchanger coil.,Represents CuNi tubing mass; segmented so it does not unrealistically pass through plates.,Actual tube length is coiled around circumference; z footprint is flight compact.,DR fundamentals + flight-compact stage gaps,"{""r_in_cm"": 5.2, ""r_out_cm"": 5.5, ""z0_cm"": 0.4, ""z1_cm"": 4.6, ""phi_frac"": 0.3}"
C047,DR_Continuous_HEX_CuNi_CP_to_Still,dr_unit,CuNi,z_annulus_phi,12.706485646709266,0.11308772225571248,Second segment of the continuous heat exchanger coil.,"Same function as previous, split at the CP plate with real clearance/ports left for CSG.",Segmented per stage gap; 12 cm commercial spacing retained as systematic.,DR fundamentals + flight-compact stage gaps,"{""r_in_cm"": 5.2, ""r_out_cm"": 5.5, ""z0_cm"": 5.4, ""z1_cm"": 9.6, ""phi_frac"": 0.3}"
C048,DR_Still_Pot_Cu,dr_unit,Copper,z_cylinder,33.979466141227206,0.30445601662539584,Still pot hung below the still plate.,Essential DR component and local Cu activation/scattering source.,"z=9.0..10.6, 1 mm below still plate bottom.",DR fundamentals + flight-compact stage gaps,"{""r_cm"": 2.6, ""h_cm"": 1.6, ""z_center_cm"": 9.8}"
C049,DR_Still_Heater_SS_ring,dr_unit,StainlessSteel,z_annulus,1.0555751316061697,0.008444601052849358,Still heater/support ring around the pot.,Adds SS structural/electrical hardware at the still stage for activation bookkeeping.,Thin ring proxy; exact heater wire not modeled.,DR fundamentals + flight-compact stage gaps,"{""r_in_cm"": 2.7, ""r_out_cm"": 2.9, ""z0_cm"": 9.2, ""z1_cm"": 9.5}"
C050,DR_4K_Condenser_Cu,dr_unit,Copper,z_cylinder,12.214512237157116,0.10944202964492777,4 K condenser/pre-cooling part below the 4 K plate.,Necessary DR plumbing mass and activation source.,"z=18.4..19.6, clear of 4 K plate.",DR fundamentals + flight-compact stage gaps,"{""r_cm"": 1.8, ""h_cm"": 1.2, ""z_center_cm"": 19.0}"
C051,DR_60K_Charcoal_Trap,dr_unit,CharcoalProxy,z_cylinder,24.950528854810138,0.029940634625772164,Charcoal/cold-trap proxy at first-stage intercept.,Represents cold cleanup/trap hardware used in dry/closed-cycle DR plumbing.,"z=26.3..28.5, clear of the 60 K plate.",DR fundamentals + flight-compact stage gaps,"{""r_cm"": 1.9, ""h_cm"": 2.2, ""z_center_cm"": 27.4}"
C052,DR_Capillary_CuNi_MXC_CP,service_proxy,CuNi,z_annulus_phi,2.3788441165876675,0.021171712637630243,"Segmented CuNi inlet/return capillary mass, MXC to CP.",Prevents the v1/v3 error of long pipes unrealistically cutting through plates.,Routed in the corresponding stage gap and stepped outward with shield radius.,DR plumbing proxy,"{""r_in_cm"": 6.2, ""r_out_cm"": 6.32, ""z0_cm"": 0.4, ""z1_cm"": 4.6, ""phi_frac"": 0.12, ""azimuth_center_deg"": 60}"
C053,DR_Capillary_CuNi_CP_Still,service_proxy,CuNi,z_annulus_phi,2.3788441165876675,0.021171712637630243,"Segmented CuNi inlet/return capillary mass, CP to still.",Prevents the v1/v3 error of long pipes unrealistically cutting through plates.,Routed in the corresponding stage gap and stepped outward with shield radius.,DR plumbing proxy,"{""r_in_cm"": 6.2, ""r_out_cm"": 6.32, ""z0_cm"": 5.4, ""z1_cm"": 9.6, ""phi_frac"": 0.12, ""azimuth_center_deg"": 60}"
C054,DR_Capillary_CuNi_Still_4K,service_proxy,CuNi,z_annulus_phi,6.870165505124617,0.061144472995609093,"Segmented CuNi inlet/return capillary mass, still to 4 K.",Prevents the v1/v3 error of long pipes unrealistically cutting through plates.,Routed in the corresponding stage gap and stepped outward with shield radius.,DR plumbing proxy,"{""r_in_cm"": 9.2, ""r_out_cm"": 9.32, ""z0_cm"": 11.4, ""z1_cm"": 19.6, ""phi_frac"": 0.12, ""azimuth_center_deg"": 60}"
C055,DR_Capillary_CuNi_4K_60K,service_proxy,CuNi,z_annulus_phi,7.885689100308699,0.07018263299274743,"Segmented CuNi inlet/return capillary mass, 4 K to 60 K.",Prevents the v1/v3 error of long pipes unrealistically cutting through plates.,Routed in the corresponding stage gap and stepped outward with shield radius.,DR plumbing proxy,"{""r_in_cm"": 10.7, ""r_out_cm"": 10.82, ""z0_cm"": 20.4, ""z1_cm"": 28.5, ""phi_frac"": 0.12, ""azimuth_center_deg"": 60}"
C056,DR_Still_PumpLine_SS_to_300K_top,service_proxy,StainlessSteel,box,4.064000000000001,0.032512000000000006,"Still pumping/service line rises to the 300 K top lid inside the vacuum jacket at +x, not through the optical side aperture.",Retains correct commercial DR service topology without forcing a top optical bore.,SS line kept as a local proxy; external pump/gas handling is platform-level systematic.,Bluefors DR topology + user side-entry constraint,"{""x_cm"": 12.15, ""y_cm"": 0.0, ""z0_cm"": 12.0, ""z1_cm"": 37.4, ""hx_cm"": 0.2, ""hy_cm"": 0.2, ""top_connection"": ""declared port in 300K lid""}"
C057,PreCool_FlexLink_Cu_remote_interface,service_proxy,Copper,box,1.3499999999999999,0.012096,"Flexible Cu link to remote precooler/PT interface, placed high in the 60 K/4 K region.",Keeps a local cold-head interface mass without adding full PT/compressor mass to the detector-head nominal.,PT cold head remains non-nominal because dry-DR PT mass/power is a platform decision.,PT405/cryocooler systematic,"{""x_cm"": -10.7, ""y_cm"": 0.0, ""z0_cm"": 24.0, ""z1_cm"": 28.5, ""hx_cm"": 0.15, ""hy_cm"": 0.5}"
C058,SQUID_uMUX_Box_Al_relocated_offbeam_minimal,service_proxy,Aluminium,box,2.304,0.006220799999999999,Readout box relocated to the +y/+x off-beam corner; it is not between TES layers.,TES/SQUID readout hardware is a local scattering/activation source and must not be omitted.,Same box dimensions and mass as v3p5; only placement changed to remove 2D-projection ambiguity.,DIXE TES+SQUID detector assembly + DEMO2 readout proxy,"{""x_cm"": 7.4, ""y_cm"": 5.8, ""z0_cm"": -2.2, ""z1_cm"": 0.2, ""hx_cm"": 0.3, ""hy_cm"": 0.8, ""relocation_reason"": ""moved out of X-Z detector-layer projection; still off-beam at +y""}"
C059,NbTi_Bundle_bay_to_MXC,service_proxy,NbTiCableProxy,z_annulus_phi,16.438697719173998,0.10685153517463099,NbTi/SS readout harness segment routed at +y azimuth; Cu is minimized to reduce Cu-64 risk.,Readout wiring mass is needed for activation/scattering and thermal intercept modeling.,Segmented by stage gap; 0.17 azimuth fraction gives a ~0.3 kg-class total wiring proxy.,TES readout proxy + Cu-64 mitigation,"{""r_in_cm"": 6.6, ""r_out_cm"": 6.9, ""z0_cm"": -8.0, ""z1_cm"": -0.4, ""phi_frac"": 0.17, ""azimuth_center_deg"": 90}"
C060,NbTi_Bundle_MXC_CP,service_proxy,NbTiCableProxy,z_annulus_phi,9.08454347638563,0.059049532596506596,NbTi/SS readout harness segment routed at +y azimuth; Cu is minimized to reduce Cu-64 risk.,Readout wiring mass is needed for activation/scattering and thermal intercept modeling.,Segmented by stage gap; 0.17 azimuth fraction gives a ~0.3 kg-class total wiring proxy.,TES readout proxy + Cu-64 mitigation,"{""r_in_cm"": 6.6, ""r_out_cm"": 6.9, ""z0_cm"": 0.4, ""z1_cm"": 4.6, ""phi_frac"": 0.17, ""azimuth_center_deg"": 90}"
C061,NbTi_Bundle_CP_Still,service_proxy,NbTiCableProxy,z_annulus_phi,9.08454347638563,0.059049532596506596,NbTi/SS readout harness segment routed at +y azimuth; Cu is minimized to reduce Cu-64 risk.,Readout wiring mass is needed for activation/scattering and thermal intercept modeling.,Segmented by stage gap; 0.17 azimuth fraction gives a ~0.3 kg-class total wiring proxy.,TES readout proxy + Cu-64 mitigation,"{""r_in_cm"": 6.6, ""r_out_cm"": 6.9, ""z0_cm"": 5.4, ""z1_cm"": 9.6, ""phi_frac"": 0.17, ""azimuth_center_deg"": 90}"
C062,NbTi_Bundle_Still_4K,service_proxy,NbTiCableProxy,z_annulus_phi,24.56832269257447,0.15969409750173405,NbTi/SS readout harness segment routed at +y azimuth; Cu is minimized to reduce Cu-64 risk.,Readout wiring mass is needed for activation/scattering and thermal intercept modeling.,Segmented by stage gap; 0.17 azimuth fraction gives a ~0.3 kg-class total wiring proxy.,TES readout proxy + Cu-64 mitigation,"{""r_in_cm"": 9.2, ""r_out_cm"": 9.5, ""z0_cm"": 11.4, ""z1_cm"": 19.6, ""phi_frac"": 0.17, ""azimuth_center_deg"": 90}"
C063,NbTi_Bundle_4K_60K,service_proxy,NbTiCableProxy,z_annulus_phi,28.162084776795467,0.18305355104917054,NbTi/SS readout harness segment routed at +y azimuth; Cu is minimized to reduce Cu-64 risk.,Readout wiring mass is needed for activation/scattering and thermal intercept modeling.,Segmented by stage gap; 0.17 azimuth fraction gives a ~0.3 kg-class total wiring proxy.,TES readout proxy + Cu-64 mitigation,"{""r_in_cm"": 10.7, ""r_out_cm"": 11.0, ""z0_cm"": 20.4, ""z1_cm"": 28.5, ""phi_frac"": 0.17, ""azimuth_center_deg"": 90}"
C064,G10_Support_Ring_MXC_CP,support,G10,z_annulus_phi,15.04194562538791,0.027827599406967635,Equivalent G10 inter-stage support mass; not an exact rod CAD.,Flight/balloon loads require support mass; previous symbolic posts were too light.,Clears plate rims and shield walls; 0.1 kg-class per group is an engineering proxy.,Cryogenic support practice,"{""r_in_cm"": 7.45, ""r_out_cm"": 7.75, ""z0_cm"": 0.4, ""z1_cm"": 4.6, ""phi_frac"": 0.25, ""equiv_geometry"": ""four/eight rods plus ring mass""}"
C065,G10_Support_Ring_CP_Still,support,G10,z_annulus_phi,16.229467648444828,0.03002451514962293,Equivalent G10 inter-stage support mass; not an exact rod CAD.,Flight/balloon loads require support mass; previous symbolic posts were too light.,Clears plate rims and shield walls; 0.1 kg-class per group is an engineering proxy.,Cryogenic support practice,"{""r_in_cm"": 8.05, ""r_out_cm"": 8.35, ""z0_cm"": 5.4, ""z1_cm"": 9.6, ""phi_frac"": 0.25, ""equiv_geometry"": ""four/eight rods plus ring mass""}"
C066,G10_Support_Ring_Still_4K,support,G10,z_annulus_phi,36.70951015719675,0.067912593790814,Equivalent G10 inter-stage support mass; not an exact rod CAD.,Flight/balloon loads require support mass; previous symbolic posts were too light.,Clears plate rims and shield walls; 0.1 kg-class per group is an engineering proxy.,Cryogenic support practice,"{""r_in_cm"": 9.35, ""r_out_cm"": 9.65, ""z0_cm"": 11.4, ""z1_cm"": 19.6, ""phi_frac"": 0.25, ""equiv_geometry"": ""four/eight rods plus ring mass""}"
C067,G10_Support_Ring_4K_60K,support,G10,z_annulus_phi,41.98738581522765,0.07767666375817114,Equivalent G10 inter-stage support mass; not an exact rod CAD.,Flight/balloon loads require support mass; previous symbolic posts were too light.,Clears plate rims and shield walls; 0.1 kg-class per group is an engineering proxy.,Cryogenic support practice,"{""r_in_cm"": 10.85, ""r_out_cm"": 11.15, ""z0_cm"": 20.4, ""z1_cm"": 28.5, ""phi_frac"": 0.25, ""equiv_geometry"": ""four/eight rods plus ring mass""}"
C068,G10_Support_Ring_60K_Top,support,G10,z_annulus_phi,39.50552761889179,0.07308522609494982,Equivalent G10 inter-stage support mass; not an exact rod CAD.,Flight/balloon loads require support mass; previous symbolic posts were too light.,Clears plate rims and shield walls; 0.1 kg-class per group is an engineering proxy.,Cryogenic support practice,"{""r_in_cm"": 12.45, ""r_out_cm"": 12.7, ""z0_cm"": 29.4, ""z1_cm"": 37.4, ""phi_frac"": 0.25, ""equiv_geometry"": ""four/eight rods plus ring mass""}"
C069,Passive_Cu_Liner_detector_bay,passive_shield,Copper,z_annulus,109.60488980809043,0.9820598126804904,"Thin Cu liner outside the OVC but inside the CsI veto, in the detector-bay region only. Side port is an explicit CSG aperture in this minimal patch.",Graded-Z inner layer and local passive mass for fluorescence/scattering studies.,"0.8 mm Cu, bay-limited so it does not wrap the full upper DR tower.",DEMO2 Cu/W graded-Z policy,"{""r_in_cm"": 13.42, ""r_out_cm"": 13.5, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 2.7}, ""side_port_csg_authority"": true, ""side_port_radius_cm"": 2.7, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
C070,Passive_W_Liner_detector_bay,passive_shield,W,z_annulus,96.79492009936904,1.8681419579178224,"Thin W liner outside the Cu liner, bay-limited. Side port is an explicit CSG aperture in this minimal patch.",High-Z passive shield proxy while avoiding W as the material closest to TES.,0.7 mm W; side hole declared for the beam sleeve.,DEMO2 graded-Z policy + balloon gamma shielding practice,"{""r_in_cm"": 13.55, ""r_out_cm"": 13.62, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 2.7}, ""side_port_csg_authority"": true, ""side_port_radius_cm"": 2.7, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
C071,Passive_W_Bottom_Plate_detector_bay,passive_shield,W,z_cylinder,116.55585204971646,2.249527944559528,W bottom plate just below the OVC bottom and above the CsI bottom panel.,Hardens upward atmospheric/secondary photon path under the detector bay.,0.2 cm W floor with 0.05 cm clearances to adjacent shells in the proxy layout.,Balloon gamma-ray shielding practice,"{""r_cm"": 13.62, ""h_cm"": 0.2, ""z_center_cm"": -14.25}"
C072,W_Side_Aperture_Sleeve_collimator,collimator,W,x_tube,16.964600329384883,0.3274167863571283,"2 cm thick W sleeve through the side aperture of the CsI veto, aligned with the Laue focus beam. Side port is an explicit CSG aperture in this minimal patch.",Defines the local side-entry aperture and suppresses low-energy off-axis leakage through the veto penetration.,Inner radius follows 1.95 cm shield hole; outer radius leaves 0.5 mm clearance inside the 2.60 cm CsI side hole; axial thickness reduced from 4 cm to 2 cm because the side-entry sleeve is a local leakage suppressor rather than a long high-aspect-ratio pixel collimator.,511-CAM side-window/collimator analogy + DEMO2 aperture convention,"{""r_in_cm"": 1.95, ""r_out_cm"": 2.55, ""x0_cm"": -18.0, ""x1_cm"": -16.0, ""axis_y_cm"": 0.0, ""axis_z_cm"": -5.2, ""inside_csi_side_hole_r_cm"": 2.6, ""side_port_csg_authority"": true, ""side_port_radius_cm"": 2.05, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2"", ""thickness_cm"": 2.0}"
C073,CsI_Side_Segment_00,active_shield_side,CsI,z_annulus_phi_segment,814.3008158104743,3.672496679305239,One of eight CsI side-veto segments outside the cryostat; segment 04 carries the side beam aperture.,Active anticoincidence for local charged/Compton background around the detector bay only; not wrapped around the entire upper DR service tower.,4 cm radial side thickness preserves original DEMO2 nominal side shield and keeps mass near the old 65 kg scale; 6/8 cm scan is mandatory.,511-CAM small shielded focal-plane concept + DEMO2 CsI policy,"{""r_in_cm"": 14.0, ""r_out_cm"": 18.0, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""phi0_deg"": 0.0, ""dphi_deg"": 45.0}"
C074,CsI_Side_Segment_01,active_shield_side,CsI,z_annulus_phi_segment,814.3008158104743,3.672496679305239,One of eight CsI side-veto segments outside the cryostat; segment 04 carries the side beam aperture.,Active anticoincidence for local charged/Compton background around the detector bay only; not wrapped around the entire upper DR service tower.,4 cm radial side thickness preserves original DEMO2 nominal side shield and keeps mass near the old 65 kg scale; 6/8 cm scan is mandatory.,511-CAM small shielded focal-plane concept + DEMO2 CsI policy,"{""r_in_cm"": 14.0, ""r_out_cm"": 18.0, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""phi0_deg"": 45.0, ""dphi_deg"": 45.0}"
C075,CsI_Side_Segment_02,active_shield_side,CsI,z_annulus_phi_segment,814.3008158104743,3.672496679305239,One of eight CsI side-veto segments outside the cryostat; segment 04 carries the side beam aperture.,Active anticoincidence for local charged/Compton background around the detector bay only; not wrapped around the entire upper DR service tower.,4 cm radial side thickness preserves original DEMO2 nominal side shield and keeps mass near the old 65 kg scale; 6/8 cm scan is mandatory.,511-CAM small shielded focal-plane concept + DEMO2 CsI policy,"{""r_in_cm"": 14.0, ""r_out_cm"": 18.0, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""phi0_deg"": 90.0, ""dphi_deg"": 45.0}"
C076,CsI_Side_Segment_03,active_shield_side,CsI,z_annulus_phi_segment,814.3008158104743,3.672496679305239,One of eight CsI side-veto segments outside the cryostat; segment 04 carries the side beam aperture. This segment shares the side beam aperture cut because the beam azimuth lies on the 03/04 segment boundary.,Active anticoincidence for local charged/Compton background around the detector bay only; not wrapped around the entire upper DR service tower.,4 cm radial side thickness preserves original DEMO2 nominal side shield and keeps mass near the old 65 kg scale; 6/8 cm scan is mandatory.,511-CAM small shielded focal-plane concept + DEMO2 CsI policy,"{""r_in_cm"": 14.0, ""r_out_cm"": 18.0, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""phi0_deg"": 135.0, ""dphi_deg"": 45.0, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 2.6}, ""side_port_csg_authority"": true, ""side_port_radius_cm"": 2.6, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2; shared by adjacent CsI segments 03/04""}"
C077,CsI_Side_Segment_04,active_shield_side,CsI,z_annulus_phi_segment,814.3008158104743,3.672496679305239,One of eight CsI side-veto segments outside the cryostat; segment 04 carries the side beam aperture. Side port is an explicit CSG aperture in this minimal patch. This segment shares the side beam aperture cut because the beam azimuth lies on the 03/04 segment boundary.,Active anticoincidence for local charged/Compton background around the detector bay only; not wrapped around the entire upper DR service tower.,4 cm radial side thickness preserves original DEMO2 nominal side shield and keeps mass near the old 65 kg scale; 6/8 cm scan is mandatory.,511-CAM small shielded focal-plane concept + DEMO2 CsI policy,"{""r_in_cm"": 14.0, ""r_out_cm"": 18.0, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""phi0_deg"": 180.0, ""dphi_deg"": 45.0, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 2.6}, ""side_port_csg_authority"": true, ""side_port_radius_cm"": 2.6, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2; shared by adjacent CsI segments 03/04""}"
C078,CsI_Side_Segment_05,active_shield_side,CsI,z_annulus_phi_segment,814.3008158104743,3.672496679305239,One of eight CsI side-veto segments outside the cryostat; segment 04 carries the side beam aperture.,Active anticoincidence for local charged/Compton background around the detector bay only; not wrapped around the entire upper DR service tower.,4 cm radial side thickness preserves original DEMO2 nominal side shield and keeps mass near the old 65 kg scale; 6/8 cm scan is mandatory.,511-CAM small shielded focal-plane concept + DEMO2 CsI policy,"{""r_in_cm"": 14.0, ""r_out_cm"": 18.0, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""phi0_deg"": 225.0, ""dphi_deg"": 45.0}"
C079,CsI_Side_Segment_06,active_shield_side,CsI,z_annulus_phi_segment,814.3008158104743,3.672496679305239,One of eight CsI side-veto segments outside the cryostat; segment 04 carries the side beam aperture.,Active anticoincidence for local charged/Compton background around the detector bay only; not wrapped around the entire upper DR service tower.,4 cm radial side thickness preserves original DEMO2 nominal side shield and keeps mass near the old 65 kg scale; 6/8 cm scan is mandatory.,511-CAM small shielded focal-plane concept + DEMO2 CsI policy,"{""r_in_cm"": 14.0, ""r_out_cm"": 18.0, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""phi0_deg"": 270.0, ""dphi_deg"": 45.0}"
C080,CsI_Side_Segment_07,active_shield_side,CsI,z_annulus_phi_segment,814.3008158104743,3.672496679305239,One of eight CsI side-veto segments outside the cryostat; segment 04 carries the side beam aperture.,Active anticoincidence for local charged/Compton background around the detector bay only; not wrapped around the entire upper DR service tower.,4 cm radial side thickness preserves original DEMO2 nominal side shield and keeps mass near the old 65 kg scale; 6/8 cm scan is mandatory.,511-CAM small shielded focal-plane concept + DEMO2 CsI policy,"{""r_in_cm"": 14.0, ""r_out_cm"": 18.0, ""z0_cm"": -14.2, ""z1_cm"": 2.0, ""phi0_deg"": 315.0, ""dphi_deg"": 45.0}"
